4801.6,-2804,269.96
4822.4,-3088,269.96
4846,-2898.4,269.96
2804.7,-3193.7,329.96
2814.3,-3034.6,329.96
2862.6,-2881.3,329.96
2890.5,-3342.6,329.96
2989.2,-2779.3,329.96
3119.6,-3474.1,329.96
3141.2,-2691.4,329.96
3269.2,-3523.4,329.96
3282.5,-2600.9,329.96
3474.5,-3587.7,329.96
3596.4,-2520.6,329.96
3714.9,-2464.7,329.96
3809.6,-3651.9,329.96
3854.9,-2414.1,329.96
3969,-3666.1,329.96
4131.7,-2410,329.96
4155.7,-3641.3,329.96
4404.3,-3574.3,329.96
4421.7,-2397.4,329.96
4557.3,-2481.6,329.96
4588.1,-3505.1,329.96
4692,-2587.9,329.96
4722.7,-3359.1,329.96
4818.1,-2698.3,329.96
4883.7,-3196.2,329.96
4893.8,-2891.2,329.96
4908.3,-2975.7,329.96
2728.4,-3146.9,399.96
2778.2,-2949.3,399.96
2779.7,-3294.7,399.96
2803.6,-2835.1,399.96
2884,-3408.8,399.96
2954.2,-2725,399.96
3003,-3470.3,399.96
3138.5,-2642.6,399.96
3143.3,-3541.3,399.96
3310.1,-2550.9,399.96
3322.3,-3618.1,399.96
3499,-3632.8,399.96
3585.9,-2445,399.96
3795.1,-3695.7,399.96
3799.8,-2381.2,399.96
4054.2,-3704.3,399.96
4137.8,-2357,399.96
4297.3,-3672.6,399.96
4384.9,-2334.3,399.96
4489,-3625.8,399.96
4535,-2370.2,399.96
4677.1,-2516.6,399.96
4691.2,-3526.3,399.96
4811.9,-2622.9,399.96
4816.6,-3393.2,399.96
4899.8,-3232.2,399.96
4920.5,-2737.1,399.96
4948.1,-2817.7,399.96
4956.3,-3092.4,399.96
